plate_id,well,sample_id,HighImpact,MediumImpact,LowImpact,WildType,LowFrequency,koscore
GEP00005_02,E12,FLD0093,8.16,0.0,17.98,59.65,14.210000000000008,0.20746000000000006
GEP00005_02,D7,FLD0052,0.0,24.17,0.0,55.93,19.900000000000006,0.21753000000000006
GEP00005_02,A5,FLD0033,0.0,0.0,46.82,37.41,15.77000000000001,0.32774000000000003
GEP00005_02,H1,FLD0008,0.0,0.0,48.79,35.15,16.060000000000002,0.34153
GEP00005_02,H3,FLD0024,35.45,0.0,0.0,45.15,19.400000000000006,0.35450000000000004
GEP00005_02,F2,FLD0014,8.17,26.56,6.42,41.48,17.370000000000005,0.36568
GEP00005_02,E7,FLD0053,37.65,0.0,0.0,38.1,24.25,0.3765
GEP00005_02,F4,FLD0030,33.48,0.0,8.88,35.61,22.03,0.39696
GEP00005_02,B5,FLD0034,40.91,0.0,0.0,42.12,16.97,0.4091
GEP00005_02,G8,FLD0063,0.0,0.0,59.6,24.22,16.180000000000007,0.4172
GEP00005_02,E2,FLD0013,45.62,0.0,0.0,43.39,10.990000000000007,0.4562
GEP00005_02,E5,FLD0037,22.85,0.0,36.03,20.19,20.929999999999996,0.48071
GEP00005_02,F5,FLD0038,0.0,0.0,69.84,0.0,30.16,0.48888000000000004
GEP00005_02,F12,FLD0094,22.66,30.71,0.0,22.55,24.08,0.5029899999999999
GEP00005_02,E1,FLD0005,0.0,0.0,76.9,0.0,23.099999999999994,0.5383
GEP00005_02,B7,FLD0050,0.0,0.0,77.47,0.0,22.53,0.5422899999999999
GEP00005_02,A9,FLD0065,54.52,0.0,0.0,28.68,16.800000000000008,0.5451999999999999
GEP00005_02,F11,FLD0086,0.0,0.0,78.03,0.0,21.97,0.5462100000000001
GEP00005_02,C1,FLD0003,0.0,0.0,78.36,0.0,21.64,0.54852
GEP00005_02,A4,FLD0025,0.0,0.0,79.16,0.0,20.840000000000003,0.55412
GEP00005_02,E10,FLD0077,0.0,0.0,79.24,0.0,20.760000000000005,0.5546800000000001
GEP00005_02,D5,FLD0036,0.0,0.0,79.27,0.0,20.730000000000004,0.55489
GEP00005_02,D6,FLD0044,0.0,0.0,79.3,0.0,20.700000000000006,0.5550999999999999
GEP00005_02,C3,FLD0019,0.0,0.0,79.4,0.0,20.599999999999994,0.5558
GEP00005_02,B3,FLD0018,11.09,0.0,63.68,0.0,25.230000000000004,0.5566599999999999
GEP00005_02,F7,FLD0054,5.82,0.0,71.72,0.0,22.460000000000008,0.56024
GEP00005_02,C12,FLD0091,0.0,0.0,82.12,0.0,17.879999999999995,0.57484
GEP00005_02,E11,FLD0085,5.39,0.0,75.11,0.0,19.5,0.57967
GEP00005_02,G12,FLD0095,8.29,7.16,61.91,0.0,22.64000000000001,0.5807100000000001
GEP00005_02,G11,FLD0087,13.04,0.0,65.7,0.0,21.259999999999987,0.5903
GEP00005_02,B11,FLD0082,34.46,12.32,19.45,16.51,17.260000000000005,0.59163
GEP00005_02,H11,FLD0088,24.43,0.0,49.67,0.0,25.90000000000001,0.59199
GEP00005_02,B2,FLD0010,34.74,0.0,35.11,10.93,19.22,0.59317
GEP00005_02,G7,FLD0055,17.96,0.0,59.1,0.0,22.94,0.5932999999999999
GEP00005_02,G5,FLD0039,60.16,0.0,0.0,18.15,21.69,0.6015999999999999
GEP00005_02,H6,FLD0048,21.45,0.0,55.55,0.0,23.0,0.6033499999999999
GEP00005_02,H12,FLD0096,5.35,0.0,78.93,0.0,15.72,0.60601
GEP00005_02,A12,FLD0089,25.88,0.0,49.71,8.07,16.340000000000003,0.6067699999999999
GEP00005_02,G2,FLD0015,6.65,0.0,77.54,0.0,15.809999999999988,0.6092799999999999
GEP00005_02,G4,FLD0031,20.44,0.0,58.92,0.0,20.64,0.6168399999999999
GEP00005_02,B12,FLD0090,13.88,0.0,69.65,0.0,16.47,0.6263500000000001
GEP00005_02,D9,FLD0068,0.0,70.34,0.0,0.0,29.66,0.6330600000000001
GEP00005_02,C4,FLD0027,51.99,0.0,17.119999999999994,7.84,23.050000000000008,0.6397399999999999
GEP00005_02,D12,FLD0092,0.0,35.38,47.41,0.0,17.210000000000008,0.6502899999999999
GEP00005_02,F8,FLD0062,0.0,72.96,0.0,0.0,27.04000000000001,0.65664
GEP00005_02,G1,FLD0007,19.79,37.15,18.19,0.0,24.870000000000005,0.6595799999999999
GEP00005_02,B10,FLD0074,25.99,0.0,57.17,0.0,16.840000000000003,0.66009
GEP00005_02,F3,FLD0022,26.88,0.0,56.24,0.0,16.88000000000001,0.6624800000000001
GEP00005_02,H10,FLD0080,41.88,0.0,35.39,0.0,22.72999999999999,0.6665300000000001
GEP00005_02,C9,FLD0067,13.74,41.46,22.94,0.0,21.86,0.6711199999999999
GEP00005_02,G3,FLD0023,21.56,0.0,65.13,0.0,13.310000000000002,0.6715099999999999
GEP00005_02,H7,FLD0056,57.16,0.0,14.63,7.41,20.80000000000001,0.67401
GEP00005_02,C7,FLD0051,0.0,71.01,5.68,0.0,23.31,0.6788500000000001
GEP00005_02,A1,FLD0001,31.08,7.61,44.95,0.0,16.36,0.69394
GEP00005_02,C6,FLD0043,18.52,36.14,26.64,0.0,18.700000000000006,0.69694
GEP00005_02,H4,FLD0032,49.92999999999999,23.04,0.0,9.89,17.14,0.7066600000000001
GEP00005_02,E6,FLD0045,45.27,0.0,36.91,0.0,17.819999999999993,0.71107
GEP00005_02,D11,FLD0084,42.6,0.0,41.93,0.0,15.47,0.71951
GEP00005_02,F1,FLD0006,72.78,0.0,0.0,9.9,17.319999999999993,0.7278
GEP00005_02,H9,FLD0072,53.24,16.87,6.45,0.0,23.44,0.72938
GEP00005_02,C8,FLD0059,47.46,0.0,37.19,0.0,15.349999999999996,0.73493
GEP00005_02,D1,FLD0004,11.8,68.76,0.0,0.0,19.44,0.7368400000000002
GEP00005_02,G10,FLD0079,48.85,0.0,35.53,0.0,15.620000000000005,0.73721
GEP00005_02,D10,FLD0076,53.77,0.0,29.05,0.0,17.179999999999993,0.74105
GEP00005_02,C5,FLD0035,69.92,5.71,0.0,0.0,24.370000000000005,0.75059
GEP00005_02,E4,FLD0029,55.76000000000001,0.0,27.82,0.0,16.419999999999987,0.7523400000000001
GEP00005_02,F10,FLD0078,71.21000000000002,0.0,8.26,0.0,20.529999999999987,0.7699199999999999
GEP00005_02,B8,FLD0058,36.83,44.68,0.0,0.0,18.490000000000013,0.77042
GEP00005_02,B9,FLD0066,64.33,0.0,18.92,0.0,16.75,0.77574
GEP00005_02,F9,FLD0070,77.66,0.0,0.0,0.0,22.340000000000003,0.7766
GEP00005_02,H2,FLD0016,54.69,25.82,0.0,0.0,19.490000000000013,0.77928
GEP00005_02,B4,FLD0026,78.74000000000002,0.0,0.0,0.0,21.259999999999987,0.7874000000000001
GEP00005_02,A11,FLD0081,79.75,0.0,0.0,0.0,20.25,0.7975
GEP00005_02,A7,FLD0049,80.07,0.0,0.0,0.0,19.930000000000007,0.8007
GEP00005_02,G6,FLD0047,41.86,42.51,0.0,0.0,15.629999999999995,0.80119
GEP00005_02,D3,FLD0020,67.55,0.0,18.12,0.0,14.329999999999998,0.8023399999999999
GEP00005_02,D4,FLD0028,73.95,7.02,0.0,0.0,19.03,0.8026800000000001
GEP00005_02,D8,FLD0060,69.89,11.69,0.0,0.0,18.42,0.80411
GEP00005_02,B1,FLD0002,81.9,0.0,0.0,0.0,18.099999999999994,0.8190000000000001
GEP00005_02,E8,FLD0061,60.63,23.64,0.0,0.0,15.730000000000004,0.8190599999999999
GEP00005_02,G9,FLD0071,81.91,0.0,0.0,0.0,18.090000000000003,0.8190999999999999
GEP00005_02,C10,FLD0075,74.69,0.0,10.48,0.0,14.829999999999998,0.82026
GEP00005_02,E3,FLD0021,82.06,0.0,0.0,0.0,17.939999999999994,0.8206
GEP00005_02,C11,FLD0083,71.5,5.99,7.53,0.0,14.980000000000004,0.8216200000000001
GEP00005_02,F6,FLD0046,82.44,0.0,0.0,0.0,17.560000000000002,0.8244
GEP00005_02,H8,FLD0064,82.54,0.0,0.0,0.0,17.459999999999994,0.8254
GEP00005_02,A10,FLD0073,82.72,0.0,0.0,0.0,17.28,0.8271999999999999
GEP00005_02,A8,FLD0057,83.08,0.0,0.0,0.0,16.92,0.8308
GEP00005_02,E9,FLD0069,31.9,56.95,0.0,0.0,11.150000000000004,0.83155
GEP00005_02,B6,FLD0042,57.77,29.4,0.0,0.0,12.829999999999998,0.8423
GEP00005_02,A6,FLD0041,84.53,0.0,0.0,0.0,15.47,0.8453
GEP00005_02,A3,FLD0017,85.17,0.0,0.0,0.0,14.829999999999998,0.8517
GEP00005_02,H5,FLD0040,85.23,0.0,0.0,0.0,14.769999999999996,0.8523000000000001
GEP00005_02,A2,FLD0009,44.5,46.16,0.0,0.0,9.340000000000003,0.86044
GEP00005_02,C2,FLD0011,87.42,0.0,0.0,0.0,12.579999999999998,0.8742
GEP00005_02,D2,FLD0012,87.77,0.0,0.0,0.0,12.230000000000004,0.8776999999999999
