plate_id,well,sample_id,HighImpact,MediumImpact,LowImpact,WildType,LowFrequency,koscore
GEP00005_02,A2,FLD0009,27.76,0.0,0.0,54.95,17.289999999999992,0.2776
GEP00005_02,A11,FLD0081,10.25,14.33,11.46,40.38,23.58,0.31169
GEP00005_02,F12,FLD0094,38.24,0.0,0.0,34.89,26.870000000000005,0.3824
GEP00005_02,F10,FLD0078,38.97,0.0,0.0,37.92,23.11,0.3897
GEP00005_02,C4,FLD0027,41.75,0.0,0.0,41.24,17.00999999999999,0.4175
GEP00005_02,D11,FLD0084,0.0,0.0,59.9,18.03,22.069999999999997,0.4193
GEP00005_02,G12,FLD0095,0.0,0.0,72.11,0.0,27.89,0.5047699999999999
GEP00005_02,A7,FLD0049,0.0,0.0,75.76,0.0,24.239999999999995,0.53032
GEP00005_02,D8,FLD0060,0.0,0.0,78.38,0.0,21.620000000000005,0.5486599999999999
GEP00005_02,A6,FLD0041,10.31,0.0,64.59,0.0,25.099999999999994,0.55523
GEP00005_02,C12,FLD0091,50.7,6.65,0.0,18.49,24.16000000000001,0.56685
GEP00005_02,E7,FLD0053,23.83,0.0,48.66,0.0,27.510000000000005,0.57892
GEP00005_02,G4,FLD0031,0.0,0.0,82.81,0.0,17.189999999999998,0.57967
GEP00005_02,C7,FLD0051,31.82,0.0,40.53,0.0,27.65000000000001,0.6019100000000001
GEP00005_02,F9,FLD0070,18.32,0.0,59.93,0.0,21.75,0.6027100000000001
GEP00005_02,D5,FLD0036,32.77,0.0,40.48,0.0,26.75,0.6110599999999999
GEP00005_02,C3,FLD0019,32.71,0.0,40.84,10.46,15.98999999999998,0.61298
GEP00005_02,G11,FLD0087,33.06,0.0,40.44,0.0,26.5,0.61368
GEP00005_02,G6,FLD0047,34.55,0.0,40.35,0.0,25.099999999999994,0.6279499999999999
GEP00005_02,E12,FLD0093,37.35,0.0,36.87,0.0,25.78,0.63159
GEP00005_02,C6,FLD0043,31.91,0.0,45.21,0.0,22.879999999999995,0.63557
GEP00005_02,A3,FLD0017,0.0,35.29,46.01,0.0,18.700000000000006,0.6396799999999999
GEP00005_02,G9,FLD0071,37.93,0.0,37.64,0.0,24.43000000000001,0.6427799999999999
GEP00005_02,F8,FLD0062,37.11,0.0,39.85,0.0,23.039999999999992,0.6500499999999999
GEP00005_02,B1,FLD0002,26.38,0.0,55.32,0.0,18.3,0.65104
GEP00005_02,E1,FLD0005,26.01,0.0,56.48,0.0,17.510000000000005,0.6554599999999999
GEP00005_02,H1,FLD0008,23.57,0.0,60.41,0.0,16.02000000000001,0.65857
GEP00005_02,D9,FLD0068,39.37,0.0,38.15,0.0,22.480000000000004,0.6607499999999998
GEP00005_02,B7,FLD0050,66.5,0.0,0.0,0.0,33.5,0.665
GEP00005_02,E4,FLD0029,45.95,0.0,31.66,0.0,22.39,0.68112
GEP00005_02,F4,FLD0030,0.0,76.02,0.0,0.0,23.980000000000004,0.6841799999999999
GEP00005_02,G7,FLD0055,31.06,41.7,0.0,0.0,27.239999999999995,0.6859000000000001
GEP00005_02,E9,FLD0069,48.82,0.0,28.34,0.0,22.840000000000003,0.68658
GEP00005_02,A10,FLD0073,68.87,0.0,0.0,0.0,31.129999999999995,0.6887000000000001
GEP00005_02,F3,FLD0022,63.51,6.38,0.0,14.61,15.5,0.6925199999999999
GEP00005_02,D3,FLD0020,40.57,0.0,41.65,0.0,17.78,0.6972499999999999
GEP00005_02,E2,FLD0013,41.18,34.39,0.0,0.0,24.43000000000001,0.72131
GEP00005_02,E11,FLD0085,47.42,28.2,0.0,0.0,24.379999999999995,0.728
GEP00005_02,F5,FLD0038,40.37,36.19,0.0,0.0,23.44,0.72941
GEP00005_02,E6,FLD0045,31.59,46.16,0.0,0.0,22.25,0.73134
GEP00005_02,F7,FLD0054,74.64,0.0,0.0,0.0,25.36,0.7464
GEP00005_02,D7,FLD0052,74.68,0.0,0.0,0.0,25.319999999999997,0.7468
GEP00005_02,B5,FLD0034,69.62,0.0,7.33,0.0,23.05,0.74751
GEP00005_02,G10,FLD0079,75.16,0.0,0.0,0.0,24.840000000000003,0.7515999999999999
